freq,psd_x,psd_y,psd_z,psd_xyz
148.9,6.305e+02,2.578e+02,3.216e+03,4.104e+03
150.3,6.531e+02,2.305e+02,3.159e+03,4.042e+03
151.8,5.699e+02,1.963e+02,3.015e+03,3.782e+03
153.2,4.879e+02,1.871e+02,2.669e+03,3.344e+03
154.7,4.295e+02,1.962e+02,2.369e+03,2.995e+03
156.2,3.691e+02,2.322e+02,1.839e+03,2.440e+03
157.6,3.286e+02,3.251e+02,1.409e+03,2.063e+03
159.1,3.182e+02,4.539e+02,1.209e+03,1.981e+03
160.5,3.487e+02,5.745e+02,1.110e+03,2.033e+03
162.0,3.688e+02,6.846e+02,1.063e+03,2.116e+03
163.5,4.047e+02,7.874e+02,1.217e+03,2.409e+03
164.9,4.355e+02,9.365e+02,1.217e+03,2.589e+03
166.4,4.551e+02,1.102e+03,1.178e+03,2.735e+03
167.8,5.035e+02,1.274e+03,1.206e+03,2.983e+03
169.3,5.768e+02,1.430e+03,1.302e+03,3.309e+03
170.7,6.122e+02,1.964e+03,1.396e+03,3.972e+03
172.2,6.565e+02,2.255e+03,1.319e+03,4.230e+03
173.7,7.626e+02,2.338e+03,1.436e+03,4.537e+03
175.1,7.522e+02,2.139e+03,1.554e+03,4.445e+03
176.6,6.102e+02,1.733e+03,1.535e+03,3.879e+03
178.0,4.903e+02,1.398e+03,1.577e+03,3.465e+03
179.5,4.385e+02,1.154e+03,1.521e+03,3.114e+03
181.0,4.288e+02,1.037e+03,1.416e+03,2.882e+03
182.4,4.462e+02,1.046e+03,1.310e+03,2.802e+03
183.9,4.620e+02,1.024e+03,1.185e+03,2.671e+03
185.3,6.044e+02,1.132e+03,1.237e+03,2.973e+03
186.8,7.063e+02,1.277e+03,1.138e+03,3.122e+03
188.3,7.010e+02,1.304e+03,9.151e+02,2.920e+03
189.7,6.833e+02,1.305e+03,7.997e+02,2.788e+03
191.2,7.061e+02,1.263e+03,7.651e+02,2.735e+03
192.6,7.803e+02,1.272e+03,8.104e+02,2.863e+03
194.1,9.681e+02,1.465e+03,7.849e+02,3.218e+03
195.6,1.187e+03,1.654e+03,7.381e+02,3.579e+03
197.0,1.463e+03,1.770e+03,8.131e+02,4.046e+03
198.5,1.778e+03,1.831e+03,8.932e+02,4.503e+03
199.9,2.098e+03,1.943e+03,1.006e+03,5.048e+03
