freq,psd_x,psd_y,psd_z,psd_xyz
62.8,1.990e+03,4.592e+03,2.824e+05,2.890e+05
64.2,2.007e+03,3.196e+03,2.331e+05,2.383e+05
65.7,2.098e+03,2.527e+03,1.963e+05,2.010e+05
67.2,2.222e+03,2.096e+03,1.684e+05,1.727e+05
68.6,2.444e+03,1.580e+03,1.442e+05,1.482e+05
70.1,2.738e+03,1.618e+03,1.226e+05,1.269e+05
71.5,3.168e+03,3.009e+03,1.082e+05,1.144e+05
73.0,2.612e+03,4.215e+03,1.017e+05,1.086e+05
74.5,1.782e+03,4.314e+03,1.068e+05,1.129e+05
75.9,1.608e+03,4.038e+03,1.061e+05,1.118e+05
77.4,7.099e+02,1.863e+03,8.497e+04,8.754e+04
78.8,5.603e+02,5.947e+02,6.510e+04,6.625e+04
80.3,1.379e+03,1.408e+03,5.845e+04,6.124e+04
81.8,2.610e+03,3.367e+03,7.128e+04,7.726e+04
83.2,2.632e+03,4.452e+03,6.777e+04,7.485e+04
84.7,2.820e+03,6.292e+03,6.279e+04,7.190e+04
86.1,5.033e+03,1.214e+04,8.771e+04,1.049e+05
87.6,8.989e+03,2.188e+04,1.366e+05,1.675e+05
89.1,1.287e+04,3.039e+04,1.904e+05,2.336e+05
90.5,1.478e+04,3.606e+04,2.307e+05,2.815e+05
92.0,1.559e+04,4.179e+04,2.561e+05,3.135e+05
93.5,1.667e+04,4.402e+04,2.667e+05,3.274e+05
94.9,1.757e+04,4.661e+04,2.795e+05,3.437e+05
96.4,1.846e+04,5.086e+04,2.842e+05,3.536e+05
97.8,1.852e+04,5.302e+04,2.713e+05,3.428e+05
99.3,1.767e+04,5.537e+04,2.601e+05,3.331e+05
100.8,1.708e+04,6.100e+04,2.685e+05,3.466e+05
102.2,1.791e+04,7.027e+04,2.879e+05,3.761e+05
103.7,1.875e+04,8.190e+04,3.099e+05,4.106e+05
105.1,1.949e+04,9.531e+04,3.318e+05,4.466e+05
106.6,1.979e+04,1.112e+05,3.513e+05,4.823e+05
108.1,1.985e+04,1.293e+05,3.631e+05,5.123e+05
109.5,2.046e+04,1.509e+05,3.694e+05,5.408e+05
111.0,2.216e+04,1.797e+05,3.802e+05,5.821e+05
112.4,2.339e+04,1.903e+05,3.480e+05,5.617e+05
113.9,2.633e+04,1.809e+05,2.901e+05,4.973e+05
115.4,3.001e+04,1.408e+05,2.190e+05,3.898e+05
116.8,3.304e+04,1.168e+05,1.953e+05,3.452e+05
118.3,4.092e+04,9.896e+04,2.078e+05,3.477e+05
119.7,5.255e+04,8.476e+04,2.468e+05,3.841e+05
121.2,6.648e+04,7.238e+04,3.030e+05,4.418e+05
122.7,8.188e+04,6.221e+04,3.647e+05,5.088e+05
124.1,9.180e+04,5.373e+04,3.870e+05,5.326e+05
125.6,9.735e+04,4.688e+04,3.718e+05,5.160e+05
127.0,1.158e+05,4.769e+04,4.408e+05,6.043e+05
128.5,1.384e+05,7.468e+04,5.838e+05,7.968e+05
130.0,1.590e+05,5.023e+04,6.150e+05,8.242e+05
131.4,1.399e+05,3.056e+04,4.948e+05,6.653e+05
132.9,7.001e+04,1.753e+04,2.420e+05,3.296e+05
134.3,1.637e+04,7.468e+03,6.973e+04,9.357e+04
135.8,1.513e+04,8.406e+03,7.021e+04,9.375e+04
137.3,1.832e+04,1.060e+04,8.608e+04,1.150e+05
138.7,2.236e+04,1.388e+04,1.002e+05,1.364e+05
140.2,2.497e+04,1.667e+04,1.093e+05,1.510e+05
141.6,2.666e+04,1.943e+04,1.183e+05,1.644e+05
143.1,2.767e+04,2.046e+04,1.250e+05,1.731e+05
144.6,2.840e+04,2.003e+04,1.258e+05,1.742e+05
146.0,2.433e+04,1.747e+04,1.119e+05,1.537e+05
147.5,2.194e+04,1.563e+04,9.732e+04,1.349e+05
148.9,2.051e+04,1.527e+04,9.212e+04,1.279e+05
150.4,1.899e+04,1.489e+04,9.088e+04,1.248e+05
151.9,1.805e+04,1.536e+04,9.398e+04,1.274e+05
153.3,1.665e+04,1.572e+04,9.533e+04,1.277e+05
154.8,1.480e+04,1.523e+04,9.289e+04,1.229e+05
156.2,1.442e+04,1.574e+04,9.389e+04,1.240e+05
157.7,1.492e+04,1.644e+04,9.445e+04,1.258e+05
159.2,1.493e+04,1.668e+04,9.297e+04,1.246e+05
160.6,1.462e+04,1.648e+04,8.845e+04,1.196e+05
162.1,1.400e+04,1.603e+04,8.263e+04,1.127e+05
163.5,1.398e+04,1.584e+04,7.890e+04,1.087e+05
165.0,1.354e+04,1.537e+04,7.344e+04,1.023e+05
166.5,1.289e+04,1.515e+04,6.841e+04,9.645e+04
167.9,1.256e+04,1.483e+04,6.381e+04,9.119e+04
169.4,1.189e+04,1.420e+04,5.796e+04,8.405e+04
170.8,1.101e+04,1.327e+04,5.263e+04,7.691e+04
172.3,1.025e+04,1.275e+04,4.822e+04,7.122e+04
173.8,9.707e+03,1.230e+04,4.445e+04,6.646e+04
175.2,9.050e+03,1.165e+04,4.134e+04,6.203e+04
176.7,8.489e+03,1.067e+04,3.771e+04,5.687e+04
178.1,8.701e+03,1.025e+04,3.613e+04,5.508e+04
179.6,9.048e+03,9.985e+03,3.562e+04,5.465e+04
181.1,8.645e+03,8.974e+03,3.292e+04,5.054e+04
182.5,8.188e+03,7.960e+03,3.053e+04,4.668e+04
184.0,7.724e+03,7.094e+03,2.837e+04,4.318e+04
185.4,7.239e+03,6.419e+03,2.642e+04,4.008e+04
186.9,6.938e+03,5.865e+03,2.463e+04,3.744e+04
188.4,6.410e+03,5.217e+03,2.297e+04,3.460e+04
189.8,6.310e+03,4.752e+03,2.208e+04,3.314e+04
191.3,6.050e+03,4.231e+03,2.057e+04,3.085e+04
192.7,6.157e+03,3.864e+03,1.991e+04,2.993e+04
194.2,7.254e+03,4.130e+03,2.181e+04,3.319e+04
195.7,7.848e+03,4.135e+03,2.249e+04,3.448e+04
197.1,7.919e+03,3.921e+03,2.244e+04,3.428e+04
198.6,7.962e+03,3.849e+03,2.190e+04,3.371e+04
