freq,psd_x,psd_y,psd_z,psd_xyz
77.1,1.207e+04,6.307e+04,1.136e+05,1.887e+05
78.6,1.019e+04,5.876e+04,9.435e+04,1.633e+05
80.0,8.184e+03,5.046e+04,7.374e+04,1.324e+05
81.5,6.599e+03,4.588e+04,6.587e+04,1.183e+05
82.9,6.325e+03,4.067e+04,7.262e+04,1.196e+05
84.4,6.811e+03,2.833e+04,7.550e+04,1.106e+05
85.8,6.420e+03,1.993e+04,7.116e+04,9.751e+04
87.3,8.303e+03,1.533e+04,8.404e+04,1.077e+05
88.8,1.409e+04,1.375e+04,1.209e+05,1.488e+05
90.2,2.234e+04,1.287e+04,1.697e+05,2.049e+05
91.7,3.192e+04,1.125e+04,2.220e+05,2.652e+05
93.1,3.933e+04,1.033e+04,2.632e+05,3.128e+05
94.6,4.565e+04,1.016e+04,2.936e+05,3.494e+05
96.0,5.236e+04,1.052e+04,3.221e+05,3.850e+05
97.5,5.720e+04,1.128e+04,3.366e+05,4.050e+05
98.9,6.112e+04,1.337e+04,3.439e+05,4.183e+05
100.4,6.752e+04,1.754e+04,3.685e+05,4.536e+05
101.8,7.457e+04,2.246e+04,4.056e+05,5.026e+05
103.3,8.459e+04,2.822e+04,4.593e+05,5.721e+05
104.8,9.891e+04,3.692e+04,5.348e+05,6.706e+05
106.2,1.149e+05,4.808e+04,6.304e+05,7.934e+05
107.7,1.369e+05,6.000e+04,7.501e+05,9.471e+05
109.1,1.693e+05,7.619e+04,9.049e+05,1.150e+06
110.6,2.148e+05,1.022e+05,1.093e+06,1.410e+06
112.0,2.366e+05,1.234e+05,1.186e+06,1.546e+06
113.5,2.503e+05,1.410e+05,1.230e+06,1.622e+06
114.9,2.778e+05,1.633e+05,1.306e+06,1.747e+06
116.4,2.983e+05,1.733e+05,1.351e+06,1.823e+06
117.8,2.970e+05,1.737e+05,1.326e+06,1.796e+06
119.3,2.764e+05,1.712e+05,1.260e+06,1.708e+06
120.8,2.782e+05,1.626e+05,1.166e+06,1.607e+06
122.2,2.630e+05,1.548e+05,1.055e+06,1.473e+06
123.7,2.526e+05,1.462e+05,9.514e+05,1.350e+06
125.1,2.311e+05,1.372e+05,8.492e+05,1.218e+06
126.6,2.065e+05,1.270e+05,7.496e+05,1.083e+06
128.0,1.840e+05,1.148e+05,6.485e+05,9.474e+05
129.5,1.651e+05,1.030e+05,5.601e+05,8.282e+05
130.9,1.381e+05,8.734e+04,4.564e+05,6.818e+05
132.4,9.051e+04,5.864e+04,2.978e+05,4.469e+05
133.9,2.148e+04,1.300e+04,6.800e+04,1.025e+05
135.3,4.501e+03,1.602e+03,1.165e+04,1.775e+04
136.8,4.483e+03,1.450e+03,1.070e+04,1.663e+04
138.2,4.701e+03,1.330e+03,9.862e+03,1.589e+04
139.7,4.518e+03,1.203e+03,9.345e+03,1.507e+04
141.1,4.197e+03,1.273e+03,9.060e+03,1.453e+04
142.6,4.300e+03,1.445e+03,9.617e+03,1.536e+04
144.0,3.916e+03,1.236e+03,7.231e+03,1.238e+04
145.5,5.101e+03,1.732e+03,1.014e+04,1.697e+04
146.9,6.151e+03,1.972e+03,1.242e+04,2.054e+04
148.4,6.294e+03,2.121e+03,1.220e+04,2.062e+04
149.9,6.263e+03,2.310e+03,1.288e+04,2.145e+04
151.3,6.096e+03,2.474e+03,1.311e+04,2.168e+04
152.8,6.603e+03,2.585e+03,1.314e+04,2.233e+04
154.2,7.332e+03,2.677e+03,1.350e+04,2.351e+04
155.7,7.380e+03,2.777e+03,1.338e+04,2.353e+04
157.1,6.651e+03,2.536e+03,1.219e+04,2.138e+04
158.6,5.958e+03,2.191e+03,1.120e+04,1.935e+04
160.0,5.746e+03,1.892e+03,1.058e+04,1.822e+04
161.5,6.059e+03,1.766e+03,1.030e+04,1.813e+04
163.0,6.519e+03,1.771e+03,1.002e+04,1.831e+04
164.4,6.516e+03,1.924e+03,1.020e+04,1.864e+04
165.9,6.493e+03,2.188e+03,1.124e+04,1.992e+04
167.3,6.328e+03,2.291e+03,1.152e+04,2.014e+04
168.8,6.244e+03,2.224e+03,1.079e+04,1.926e+04
170.2,6.508e+03,2.032e+03,1.009e+04,1.863e+04
171.7,6.660e+03,1.917e+03,9.705e+03,1.828e+04
173.1,5.794e+03,1.733e+03,9.119e+03,1.665e+04
174.6,4.902e+03,1.562e+03,8.857e+03,1.532e+04
176.0,5.134e+03,1.553e+03,8.940e+03,1.563e+04
177.5,6.335e+03,1.787e+03,9.798e+03,1.792e+04
179.0,7.237e+03,2.226e+03,1.131e+04,2.077e+04
180.4,6.958e+03,2.528e+03,1.196e+04,2.144e+04
181.9,6.313e+03,2.419e+03,1.160e+04,2.033e+04
183.3,6.167e+03,2.306e+03,1.137e+04,1.985e+04
184.8,6.412e+03,2.293e+03,1.130e+04,2.001e+04
186.2,6.780e+03,2.410e+03,1.131e+04,2.050e+04
187.7,6.674e+03,2.709e+03,1.138e+04,2.076e+04
189.1,6.543e+03,3.065e+03,1.153e+04,2.114e+04
190.6,6.547e+03,3.299e+03,1.171e+04,2.156e+04
192.1,6.538e+03,3.412e+03,1.217e+04,2.212e+04
193.5,7.524e+03,3.904e+03,1.404e+04,2.547e+04
195.0,8.713e+03,4.685e+03,1.613e+04,2.953e+04
196.4,9.031e+03,5.407e+03,1.690e+04,3.134e+04
197.9,9.094e+03,6.450e+03,1.799e+04,3.354e+04
199.3,9.287e+03,7.975e+03,1.928e+04,3.654e+04
