freq,psd_x,psd_y,psd_z,psd_xyz
97.4,5.585e+03,2.869e+03,7.871e+03,1.633e+04
98.9,4.319e+03,2.804e+03,6.560e+03,1.368e+04
100.3,3.371e+03,3.047e+03,5.979e+03,1.240e+04
101.8,2.627e+03,3.659e+03,5.616e+03,1.190e+04
103.2,2.013e+03,5.315e+03,4.484e+03,1.181e+04
104.7,1.813e+03,8.893e+03,2.896e+03,1.360e+04
106.1,2.595e+03,1.563e+04,1.685e+03,1.991e+04
107.6,5.056e+03,2.520e+04,1.555e+03,3.181e+04
109.0,8.032e+03,3.305e+04,2.419e+03,4.350e+04
110.5,9.838e+03,3.537e+04,3.408e+03,4.861e+04
112.0,1.025e+04,3.346e+04,4.420e+03,4.813e+04
113.4,9.440e+03,2.924e+04,5.080e+03,4.376e+04
114.9,8.781e+03,2.687e+04,5.602e+03,4.125e+04
116.3,8.414e+03,2.537e+04,6.338e+03,4.012e+04
117.8,7.582e+03,2.310e+04,6.396e+03,3.707e+04
119.2,6.689e+03,2.144e+04,5.600e+03,3.372e+04
120.7,6.023e+03,2.070e+04,4.923e+03,3.165e+04
122.1,5.490e+03,2.034e+04,4.238e+03,3.007e+04
123.6,5.152e+03,2.026e+04,3.482e+03,2.890e+04
125.0,4.877e+03,1.989e+04,2.627e+03,2.739e+04
126.5,4.209e+03,1.946e+04,1.589e+03,2.526e+04
127.9,4.104e+03,1.958e+04,1.437e+03,2.512e+04
129.4,4.313e+03,2.009e+04,1.633e+03,2.603e+04
130.9,4.292e+03,1.973e+04,1.692e+03,2.571e+04
132.3,3.520e+03,1.583e+04,1.310e+03,2.066e+04
133.8,1.379e+03,4.682e+03,6.523e+02,6.713e+03
135.2,5.948e+02,6.006e+02,4.471e+02,1.643e+03
136.7,6.289e+02,5.716e+02,4.789e+02,1.679e+03
138.1,6.096e+02,5.604e+02,4.784e+02,1.648e+03
139.6,6.186e+02,5.036e+02,5.745e+02,1.697e+03
141.0,5.472e+02,4.319e+02,4.792e+02,1.458e+03
142.5,4.477e+02,3.735e+02,3.401e+02,1.161e+03
143.9,4.159e+02,3.628e+02,3.395e+02,1.118e+03
145.4,4.278e+02,4.202e+02,3.333e+02,1.181e+03
146.9,4.191e+02,4.142e+02,3.293e+02,1.163e+03
148.3,4.106e+02,3.982e+02,3.395e+02,1.148e+03
149.8,4.009e+02,3.962e+02,2.991e+02,1.096e+03
151.2,4.001e+02,3.843e+02,2.785e+02,1.063e+03
152.7,3.918e+02,3.802e+02,2.492e+02,1.021e+03
154.1,3.819e+02,4.150e+02,2.637e+02,1.061e+03
155.6,3.662e+02,4.788e+02,2.806e+02,1.126e+03
157.0,3.239e+02,4.856e+02,2.843e+02,1.094e+03
158.5,2.704e+02,4.334e+02,2.558e+02,9.597e+02
159.9,2.200e+02,3.803e+02,2.239e+02,8.242e+02
161.4,1.650e+02,3.899e+02,1.955e+02,7.505e+02
162.8,1.579e+02,5.102e+02,2.051e+02,8.732e+02
164.3,1.898e+02,6.559e+02,2.152e+02,1.061e+03
165.8,2.226e+02,7.900e+02,2.040e+02,1.217e+03
167.2,2.799e+02,8.907e+02,2.401e+02,1.411e+03
168.7,3.174e+02,8.954e+02,2.868e+02,1.500e+03
170.1,3.268e+02,8.890e+02,3.223e+02,1.538e+03
171.6,3.037e+02,9.125e+02,2.820e+02,1.498e+03
173.0,2.998e+02,9.072e+02,2.662e+02,1.473e+03
174.5,2.740e+02,8.659e+02,2.410e+02,1.381e+03
175.9,2.626e+02,8.749e+02,2.119e+02,1.349e+03
177.4,2.872e+02,1.027e+03,2.352e+02,1.550e+03
178.8,3.325e+02,1.328e+03,2.572e+02,1.917e+03
180.3,3.566e+02,1.530e+03,2.614e+02,2.148e+03
181.7,3.393e+02,1.545e+03,3.001e+02,2.184e+03
183.2,3.626e+02,1.588e+03,3.592e+02,2.310e+03
184.7,3.874e+02,1.718e+03,3.537e+02,2.459e+03
186.1,4.315e+02,1.901e+03,3.338e+02,2.666e+03
187.6,5.057e+02,2.101e+03,3.372e+02,2.944e+03
189.0,5.785e+02,2.333e+03,3.599e+02,3.271e+03
190.5,6.731e+02,2.651e+03,4.167e+02,3.740e+03
191.9,7.319e+02,2.932e+03,4.754e+02,4.140e+03
193.4,1.013e+03,3.973e+03,6.401e+02,5.626e+03
194.8,1.484e+03,5.509e+03,9.255e+02,7.919e+03
196.3,1.837e+03,6.473e+03,1.138e+03,9.448e+03
197.7,2.101e+03,7.138e+03,1.281e+03,1.052e+04
199.2,2.433e+03,7.928e+03,1.453e+03,1.181e+04
