freq,psd_x,psd_y,psd_z,psd_xyz
66.4,4.412e+03,4.383e+03,1.403e+05,1.491e+05
67.9,3.389e+03,3.620e+03,1.184e+05,1.254e+05
69.3,4.247e+03,3.340e+03,1.191e+05,1.267e+05
70.8,4.665e+03,3.287e+03,1.140e+05,1.219e+05
72.3,4.074e+03,2.934e+03,9.681e+04,1.038e+05
73.8,3.142e+03,2.535e+03,7.500e+04,8.067e+04
75.3,2.371e+03,2.267e+03,5.624e+04,6.088e+04
76.7,1.996e+03,2.290e+03,4.325e+04,4.754e+04
78.2,1.773e+03,2.462e+03,3.628e+04,4.051e+04
79.7,1.386e+03,2.394e+03,3.028e+04,3.406e+04
81.2,9.446e+02,2.092e+03,2.440e+04,2.743e+04
82.6,5.305e+02,1.511e+03,1.857e+04,2.061e+04
84.1,3.013e+02,1.236e+03,1.732e+04,1.886e+04
85.6,1.521e+02,9.726e+02,2.154e+04,2.267e+04
87.1,1.853e+02,8.713e+02,3.361e+04,3.466e+04
88.5,6.309e+02,9.066e+02,5.620e+04,5.774e+04
90.0,1.513e+03,1.434e+03,8.438e+04,8.733e+04
91.5,2.590e+03,2.595e+03,1.134e+05,1.186e+05
93.0,3.539e+03,4.150e+03,1.366e+05,1.442e+05
94.4,4.006e+03,5.812e+03,1.526e+05,1.624e+05
95.9,4.098e+03,6.964e+03,1.570e+05,1.680e+05
97.4,3.911e+03,7.444e+03,1.549e+05,1.663e+05
98.9,3.624e+03,7.170e+03,1.452e+05,1.560e+05
100.3,3.502e+03,6.865e+03,1.377e+05,1.480e+05
101.8,3.274e+03,6.616e+03,1.274e+05,1.373e+05
103.3,3.041e+03,6.648e+03,1.212e+05,1.309e+05
104.8,2.871e+03,6.902e+03,1.173e+05,1.271e+05
106.2,2.762e+03,7.297e+03,1.114e+05,1.215e+05
107.7,2.882e+03,7.878e+03,1.061e+05,1.169e+05
109.2,3.136e+03,8.663e+03,1.029e+05,1.147e+05
110.7,3.421e+03,9.289e+03,9.897e+04,1.117e+05
112.1,3.547e+03,9.731e+03,9.401e+04,1.073e+05
113.6,3.714e+03,1.018e+04,9.134e+04,1.052e+05
115.1,4.255e+03,1.102e+04,9.316e+04,1.084e+05
116.6,5.047e+03,1.227e+04,9.636e+04,1.137e+05
118.0,6.082e+03,1.340e+04,1.003e+05,1.198e+05
119.5,7.176e+03,1.492e+04,1.036e+05,1.257e+05
121.0,7.886e+03,1.564e+04,1.036e+05,1.271e+05
122.5,8.732e+03,1.668e+04,1.053e+05,1.307e+05
123.9,9.934e+03,1.706e+04,1.094e+05,1.364e+05
125.4,1.160e+04,1.690e+04,1.171e+05,1.456e+05
126.9,1.437e+04,2.031e+04,1.348e+05,1.695e+05
128.4,2.220e+04,3.616e+04,1.883e+05,2.467e+05
129.8,2.336e+04,3.395e+04,1.839e+05,2.412e+05
131.3,2.034e+04,2.396e+04,1.448e+05,1.891e+05
132.8,1.675e+04,1.683e+04,1.014e+05,1.350e+05
134.3,1.284e+04,1.000e+04,5.730e+04,8.014e+04
135.7,1.203e+04,8.663e+03,4.879e+04,6.948e+04
137.2,1.253e+04,8.874e+03,4.910e+04,7.050e+04
138.7,1.262e+04,8.771e+03,4.812e+04,6.951e+04
140.2,1.231e+04,8.622e+03,4.687e+04,6.781e+04
141.6,1.524e+04,1.127e+04,5.912e+04,8.562e+04
143.1,1.946e+04,1.512e+04,7.706e+04,1.116e+05
144.6,1.982e+04,1.575e+04,7.985e+04,1.154e+05
146.1,1.912e+04,1.502e+04,7.675e+04,1.109e+05
147.6,1.754e+04,1.379e+04,7.095e+04,1.023e+05
149.0,1.584e+04,1.269e+04,6.566e+04,9.418e+04
150.5,1.521e+04,1.229e+04,6.305e+04,9.055e+04
152.0,1.448e+04,1.153e+04,5.794e+04,8.395e+04
153.5,1.353e+04,1.035e+04,5.197e+04,7.585e+04
154.9,1.209e+04,9.214e+03,4.602e+04,6.733e+04
156.4,1.164e+04,9.173e+03,4.400e+04,6.481e+04
157.9,1.110e+04,8.746e+03,4.003e+04,5.987e+04
159.4,1.036e+04,8.135e+03,3.511e+04,5.360e+04
160.8,9.862e+03,7.732e+03,3.210e+04,4.969e+04
162.3,9.255e+03,7.177e+03,2.929e+04,4.572e+04
163.8,8.755e+03,6.727e+03,2.639e+04,4.187e+04
165.3,8.370e+03,6.468e+03,2.408e+04,3.891e+04
166.7,7.667e+03,6.075e+03,2.123e+04,3.497e+04
168.2,7.113e+03,5.732e+03,1.879e+04,3.164e+04
169.7,6.255e+03,5.123e+03,1.583e+04,2.721e+04
171.2,5.380e+03,4.430e+03,1.322e+04,2.303e+04
172.6,4.763e+03,3.989e+03,1.135e+04,2.010e+04
174.1,4.171e+03,3.544e+03,9.553e+03,1.727e+04
175.6,3.634e+03,3.128e+03,8.063e+03,1.482e+04
177.1,3.426e+03,2.950e+03,7.367e+03,1.374e+04
178.5,3.560e+03,2.975e+03,7.508e+03,1.404e+04
180.0,3.613e+03,2.874e+03,7.482e+03,1.397e+04
181.5,3.609e+03,2.761e+03,7.408e+03,1.378e+04
183.0,3.565e+03,2.612e+03,7.261e+03,1.344e+04
184.4,3.483e+03,2.361e+03,6.921e+03,1.277e+04
185.9,3.362e+03,2.119e+03,6.681e+03,1.216e+04
187.4,3.203e+03,1.991e+03,6.241e+03,1.144e+04
188.9,3.010e+03,1.874e+03,5.709e+03,1.059e+04
190.3,2.940e+03,1.792e+03,5.481e+03,1.021e+04
191.8,2.966e+03,1.776e+03,5.764e+03,1.051e+04
193.3,3.327e+03,1.814e+03,6.477e+03,1.162e+04
194.8,3.750e+03,1.810e+03,7.511e+03,1.307e+04
196.2,3.757e+03,1.566e+03,8.083e+03,1.341e+04
197.7,3.718e+03,1.304e+03,8.251e+03,1.327e+04
199.2,3.703e+03,1.169e+03,8.367e+03,1.324e+04
