freq,psd_x,psd_y,psd_z,psd_xyz
97.1,2.903e+03,9.107e+03,1.651e+04,2.852e+04
98.6,3.700e+03,9.122e+03,1.887e+04,3.169e+04
100.1,4.654e+03,8.990e+03,2.090e+04,3.454e+04
101.5,5.778e+03,9.523e+03,2.242e+04,3.772e+04
103.0,6.664e+03,1.031e+04,2.186e+04,3.884e+04
104.5,7.147e+03,1.135e+04,1.978e+04,3.827e+04
105.9,7.037e+03,1.198e+04,1.727e+04,3.629e+04
107.4,6.522e+03,1.172e+04,1.450e+04,3.275e+04
108.9,5.783e+03,1.117e+04,1.169e+04,2.865e+04
110.4,5.179e+03,1.035e+04,9.594e+03,2.512e+04
111.8,4.664e+03,9.486e+03,8.233e+03,2.238e+04
113.3,4.356e+03,9.667e+03,7.821e+03,2.184e+04
114.8,4.512e+03,1.129e+04,8.339e+03,2.414e+04
116.2,4.651e+03,1.245e+04,9.265e+03,2.637e+04
117.7,5.071e+03,1.348e+04,1.085e+04,2.940e+04
119.2,5.435e+03,1.423e+04,1.234e+04,3.200e+04
120.7,5.684e+03,1.492e+04,1.381e+04,3.441e+04
122.1,5.894e+03,1.507e+04,1.522e+04,3.618e+04
123.6,6.486e+03,1.454e+04,1.726e+04,3.829e+04
125.1,7.057e+03,1.411e+04,1.949e+04,4.066e+04
126.5,7.502e+03,1.415e+04,2.135e+04,4.300e+04
128.0,7.986e+03,1.517e+04,2.378e+04,4.694e+04
129.5,8.315e+03,1.640e+04,2.565e+04,5.036e+04
131.0,8.288e+03,1.687e+04,2.631e+04,5.147e+04
132.4,6.875e+03,1.360e+04,2.274e+04,4.321e+04
133.9,3.399e+03,4.655e+03,1.286e+04,2.091e+04
135.4,2.680e+03,2.473e+03,9.897e+03,1.505e+04
136.8,2.832e+03,2.726e+03,9.967e+03,1.552e+04
138.3,3.002e+03,3.379e+03,1.117e+04,1.755e+04
139.8,3.009e+03,3.778e+03,1.181e+04,1.860e+04
141.3,2.674e+03,4.197e+03,1.138e+04,1.825e+04
142.7,2.369e+03,4.404e+03,1.045e+04,1.722e+04
144.2,1.873e+03,3.731e+03,8.450e+03,1.405e+04
145.7,1.565e+03,3.083e+03,6.846e+03,1.149e+04
147.1,1.303e+03,2.527e+03,5.571e+03,9.400e+03
148.6,1.174e+03,1.843e+03,4.462e+03,7.480e+03
150.1,1.169e+03,1.263e+03,3.832e+03,6.264e+03
151.6,1.127e+03,7.660e+02,3.153e+03,5.046e+03
153.0,1.104e+03,3.781e+02,2.780e+03,4.262e+03
154.5,1.041e+03,2.322e+02,2.701e+03,3.974e+03
156.0,9.802e+02,2.265e+02,2.584e+03,3.790e+03
157.4,8.891e+02,2.242e+02,2.496e+03,3.609e+03
158.9,8.153e+02,2.133e+02,2.486e+03,3.515e+03
160.4,7.643e+02,2.004e+02,2.563e+03,3.528e+03
161.9,8.017e+02,1.966e+02,2.800e+03,3.798e+03
163.3,8.460e+02,2.315e+02,2.982e+03,4.060e+03
164.8,9.461e+02,2.933e+02,3.359e+03,4.598e+03
166.3,1.078e+03,3.539e+02,3.839e+03,5.271e+03
167.7,1.331e+03,5.383e+02,4.868e+03,6.737e+03
169.2,1.460e+03,7.495e+02,5.524e+03,7.734e+03
170.7,1.149e+03,6.968e+02,4.504e+03,6.350e+03
172.2,1.049e+03,8.650e+02,4.118e+03,6.033e+03
173.6,1.086e+03,1.009e+03,4.439e+03,6.535e+03
175.1,9.803e+02,1.153e+03,3.901e+03,6.034e+03
176.6,9.202e+02,1.325e+03,3.201e+03,5.446e+03
178.0,9.737e+02,1.447e+03,3.332e+03,5.753e+03
179.5,1.007e+03,1.470e+03,3.265e+03,5.743e+03
181.0,9.890e+02,1.491e+03,3.062e+03,5.541e+03
182.5,8.907e+02,1.417e+03,2.738e+03,5.046e+03
183.9,7.981e+02,1.294e+03,2.610e+03,4.703e+03
185.4,8.112e+02,1.218e+03,2.745e+03,4.774e+03
186.9,8.089e+02,1.107e+03,2.939e+03,4.855e+03
188.3,7.125e+02,1.004e+03,2.852e+03,4.569e+03
189.8,6.572e+02,9.455e+02,2.575e+03,4.177e+03
191.3,6.705e+02,9.249e+02,2.470e+03,4.066e+03
192.8,6.825e+02,9.037e+02,2.475e+03,4.061e+03
194.2,7.882e+02,9.290e+02,2.761e+03,4.478e+03
195.7,6.843e+02,8.596e+02,2.475e+03,4.018e+03
197.2,6.498e+02,8.722e+02,2.381e+03,3.903e+03
198.6,6.514e+02,9.577e+02,2.410e+03,4.019e+03
