freq,psd_x,psd_y,psd_z,psd_xyz
86.1,2.172e+03,1.790e+04,2.548e+03,2.262e+04
87.5,1.967e+03,1.431e+04,2.470e+03,1.875e+04
89.0,1.998e+03,1.345e+04,2.539e+03,1.799e+04
90.5,1.823e+03,1.232e+04,2.620e+03,1.676e+04
92.0,1.875e+03,1.044e+04,3.445e+03,1.576e+04
93.5,2.243e+03,9.119e+03,5.943e+03,1.731e+04
95.0,2.982e+03,8.253e+03,1.022e+04,2.145e+04
96.4,3.970e+03,8.261e+03,1.291e+04,2.514e+04
97.9,5.659e+03,8.777e+03,1.264e+04,2.707e+04
99.4,7.746e+03,9.891e+03,1.218e+04,2.982e+04
100.9,9.164e+03,1.162e+04,1.265e+04,3.343e+04
102.4,9.799e+03,1.325e+04,1.278e+04,3.583e+04
103.9,9.783e+03,1.397e+04,1.284e+04,3.660e+04
105.3,9.037e+03,1.432e+04,1.219e+04,3.555e+04
106.8,8.084e+03,1.469e+04,1.123e+04,3.400e+04
108.3,7.025e+03,1.525e+04,1.022e+04,3.249e+04
109.8,5.935e+03,1.600e+04,9.663e+03,3.160e+04
111.3,5.123e+03,1.600e+04,9.609e+03,3.073e+04
112.8,4.587e+03,1.520e+04,9.589e+03,2.938e+04
114.2,4.406e+03,1.525e+04,1.025e+04,2.991e+04
115.7,4.467e+03,1.568e+04,1.132e+04,3.147e+04
117.2,4.693e+03,1.585e+04,1.239e+04,3.293e+04
118.7,5.080e+03,1.613e+04,1.346e+04,3.467e+04
120.2,5.535e+03,1.681e+04,1.504e+04,3.738e+04
121.7,5.969e+03,1.753e+04,1.670e+04,4.019e+04
123.1,6.558e+03,1.762e+04,1.878e+04,4.296e+04
124.6,7.257e+03,1.744e+04,2.093e+04,4.563e+04
126.1,8.107e+03,1.735e+04,2.321e+04,4.867e+04
127.6,9.424e+03,1.978e+04,3.168e+04,6.089e+04
129.1,1.244e+04,2.562e+04,5.038e+04,8.844e+04
130.6,1.142e+04,2.073e+04,3.647e+04,6.862e+04
132.0,1.019e+04,1.696e+04,2.956e+04,5.670e+04
133.5,6.518e+03,9.334e+03,2.019e+04,3.604e+04
135.0,3.731e+03,3.428e+03,1.254e+04,1.970e+04
136.5,3.504e+03,3.025e+03,1.158e+04,1.811e+04
138.0,3.352e+03,3.226e+03,1.164e+04,1.822e+04
139.5,3.070e+03,3.316e+03,1.088e+04,1.727e+04
141.0,2.511e+03,3.262e+03,9.465e+03,1.524e+04
142.4,1.929e+03,3.137e+03,7.886e+03,1.295e+04
143.9,1.588e+03,2.763e+03,6.763e+03,1.111e+04
145.4,1.331e+03,2.322e+03,5.736e+03,9.389e+03
146.9,1.303e+03,2.111e+03,5.064e+03,8.477e+03
148.4,1.196e+03,1.743e+03,4.510e+03,7.449e+03
149.9,1.218e+03,1.362e+03,4.202e+03,6.782e+03
151.3,1.234e+03,1.011e+03,3.936e+03,6.181e+03
152.8,1.280e+03,7.454e+02,3.964e+03,5.989e+03
154.3,1.333e+03,5.467e+02,4.171e+03,6.050e+03
155.8,1.286e+03,4.785e+02,4.280e+03,6.045e+03
157.3,1.274e+03,5.054e+02,4.453e+03,6.232e+03
158.8,1.393e+03,4.931e+02,4.979e+03,6.865e+03
160.2,1.480e+03,7.710e+02,5.374e+03,7.625e+03
161.7,1.417e+03,9.604e+02,5.540e+03,7.918e+03
163.2,1.193e+03,6.969e+02,4.812e+03,6.702e+03
164.7,1.118e+03,5.961e+02,4.588e+03,6.302e+03
166.2,1.259e+03,6.263e+02,5.313e+03,7.198e+03
167.7,1.361e+03,6.595e+02,6.275e+03,8.296e+03
169.1,1.316e+03,6.892e+02,6.274e+03,8.279e+03
170.6,1.136e+03,7.102e+02,5.194e+03,7.040e+03
172.1,1.188e+03,8.637e+02,5.077e+03,7.128e+03
173.6,1.190e+03,1.014e+03,4.953e+03,7.157e+03
175.1,1.154e+03,1.059e+03,4.754e+03,6.967e+03
176.6,1.127e+03,1.187e+03,4.539e+03,6.853e+03
178.0,1.167e+03,1.339e+03,4.468e+03,6.974e+03
179.5,1.103e+03,1.402e+03,4.440e+03,6.946e+03
181.0,9.520e+02,1.381e+03,4.125e+03,6.458e+03
182.5,8.674e+02,1.339e+03,3.973e+03,6.178e+03
184.0,8.490e+02,1.322e+03,4.056e+03,6.227e+03
185.5,8.065e+02,1.275e+03,4.066e+03,6.147e+03
186.9,7.853e+02,1.098e+03,3.896e+03,5.779e+03
188.4,6.891e+02,9.201e+02,3.438e+03,5.047e+03
189.9,6.838e+02,8.740e+02,3.148e+03,4.706e+03
191.4,6.658e+02,8.945e+02,2.836e+03,4.396e+03
192.9,7.137e+02,9.498e+02,2.782e+03,4.445e+03
194.4,7.715e+02,9.908e+02,2.865e+03,4.627e+03
195.8,7.458e+02,1.024e+03,2.792e+03,4.561e+03
197.3,7.675e+02,1.156e+03,2.802e+03,4.726e+03
198.8,8.116e+02,1.257e+03,2.879e+03,4.948e+03
